platform_id,rank,rank_delta,puu_id,summoner_name,riot_id_name,riot_id_tag_line,tier,lp,win_cnt,loss_cnt,win_rate,level,icon_id,pro_streamer,name,team_as,most_role,most_champion,rest_cnt,ai_score_avg,winning
NA1,52,-1,IGour2huCl_kwQrOhmssvHnRugHrdBT4AGMHY5l5c4b6Bs1_xc0evsi-svXfvNup8BQ2FXX6tBlsig,4 Stars,Vx hyrbiubiubiu,stars,CHALLENGER,1031,128,84,0.604,953,6508,,,,Top,"['68', '104', '107', '141', '516']",1,0.0,-1
NA1,95,-18,Y-5zRijERVa_WEitiwvJwvug7412A5PSvYIHwRABHO-ZILcMqWzgkGOAeFPxfQAenyrsiVwHvPbYtQ,Cendi,Cendi,NA1,CHALLENGER,890,160,130,0.552,656,3790,,,,Bot,"['22', '910', '236', '110', '126']",1,0.0,2
NA1,89,1,iPGdx6_ixzz2jE15biAcO9vMpzJNw5Qs-OlyYgBrJ1RhCL6KegRNombnTRIW0MOcZrUVVyIkYYO0nQ,Airflash,Airflash,NA1,CHALLENGER,904,123,84,0.594,649,6231,,,,Top,"['62', '58']",1,0.0,-1
NA1,50,6,7GwZTOmYe2l8EPOjT78f-edpB7lzVgrwcqHL4z9luXSts-6lrQcumCfIx9tXmTRgscew9WjoMgHIzQ,YouAllSuck,ttv Pentaless1,NA2,CHALLENGER,1036,181,133,0.576,431,5128,Streamer,Pentaless,,Jungle,"['20', '57']",1,0.0,1
NA1,11,-1,OnC85zHOabnaUrca_GgbDnbhuaJ7y-77QYaD1Tbi-FpCYwdRjTUPcyZJ4XN2yOvPiELi0mrVcjvCvg,Spica9,Spica,001,CHALLENGER,1291,201,159,0.558,341,4025,pro,Spica,FLY,Jungle,"['76', '64', '62', '203', '43']",1,0.0,1
NA1,71,0,VZsZkEWywaXimbfIJLENg-EK5ZVdXe248QoWYvcSXc50GKAekp-cL6NfBCLyW6wMTgaTHex1R1pxVA,Samikin,Samikin,uwu,CHALLENGER,958,123,87,0.586,733,6281,,,,Middle,"['142', '163', '145', '910', '99']",1,0.0,-2
NA1,27,2,kKMrpv5KEIgqWf-R5NF-8iUw2zjhJ2tB97U3ckkWFTpxEwGeEYHcGvK3UpUdj1IYJqxiiuoaJG506Q,ASTROBOY99,ASTROBOY99,NA1,CHALLENGER,1125,163,118,0.58,371,1337,pro,Spica,FLY,Jungle,"['64', '59', '163', '63', '79']",1,0.0,1
NA1,43,1,2JH0-XwM-R8k-UmscmevpOphg-1UTFwbz0nV_bN8ZiG2ElE2NcMsdb9u2yPgwmVz6Xh-ShQt4FwHDQ,YMGYMG,123212321,12321,CHALLENGER,1047,189,134,0.585,746,5760,,,,Jungle,"['76', '64', '3', '200', '60']",1,0.0,2
NA1,60,-24,3ZH5MSWXSoCLs8BX_xijT3lS0A8Dcow3PPdQcQv_llKenqBWbTF_XV9CH7WFCBxQWi_aUHoXuGWnRQ,I am Súnlight,I am Súnlight,NA1,CHALLENGER,1001,182,134,0.576,878,4025,Streamer,Sunlight,,Top,"['86', '233', '62', '412', '122']",1,0.0,-1
NA1,69,-1,cauBrtjk-OrGR5pOXbtgWr4OZW9H-Nv0ET7EnFyEldHxS_lT19ROwEUKW0J6B2bvXLZplLiYx-LoMQ,Solarbacca,Solarbacca,NA1,CHALLENGER,974,169,134,0.558,875,3582,Streamer,Solarbacca,,Top,"['41', '85', '53', '29']",1,0.0,1
NA1,68,-1,nkR1rt6x2w63Nj0MEuFi5wwsOgdt1J9WiQ4WjMf17GctwEmvoalNvfWeM8CXQWY4i5nKDWE0hH78aw,HandfooI,handfool,zzzz,CHALLENGER,975,327,294,0.527,526,5990,,,,Jungle,"['91', '62', '104', '234', '43']",1,0.0,-1
NA1,34,0,Ko92T8KCRey71ptEz6R9dyjh8ksFzFfFZ5G_z1Efl5SBs3wEb3T4Q4IQuYO-knfhdtYoEpOOf_JYqQ,quante9,quante,bean,CHALLENGER,1088,175,139,0.557,672,23,Streamer,Quante,,Top,['6'],1,0.0,-1
NA1,19,0,EnaIXQRhR_Jp96uyTxr4qXXG4kln6mRiiW-Q3LNNiZUPK97_QKq143q9sQ3f6Z6EV3m9G8MCSWl1Rg,no invade pls,Will,NA12,CHALLENGER,1175,293,233,0.557,762,750,,,,Jungle,"['104', '79', '59', '5', '64']",1,0.0,1
NA1,74,10,FqlnPCwTVsnkrCJv__q5PpREx32_-rL32eH5CJAnGnGF-uGDmQJtdvazynqR8IIIDOYS1327riLnlg,Berik,Berik,fish,CHALLENGER,940,112,74,0.602,705,3838,,,,Top,"['58', '68', '266', '6', '106']",1,0.0,6
NA1,85,2,KhQdX1vU5ZuZF7i2xdZfhvWsieovZvt5mTFkZT1L8Uepo2iGMx_IevwUq7XGjyFhUqYGw7OV8x91BA,tea enthusiast,eXyu,000,CHALLENGER,917,183,131,0.583,818,5490,,,,Jungle,"['64', '234', '5', '24', '254']",1,0.0,2
NA1,30,19,VEpr8KxjVJ2fHuBNvn8V3FBjRVbO-_yFgxbRzPXsA3Os6UzXWXbtXdvjgU9z6T1fXI80tw0hoSgaaA,wishlist7,links,5757,CHALLENGER,1109,149,92,0.618,456,11,,,,Bot,"['221', '143', '236', '523', '110']",1,0.0,4
NA1,79,0,pS1wQea0pqQrLFbz0Oe6HaGWPIHt6R2Bztyibe7B6UFmHfgfUAKnp3kWvVQSPPnP22ml_nwYcyLiQQ,TempestLoveYuely,TTV Tempest,tempy,CHALLENGER,929,138,96,0.59,523,1427,Streamer,Tempest,,Middle,"['777', '901', '157', '910', '96']",1,0.0,-1
NA1,35,0,lewl2eB1K3yFeRYRuWamyFS1Ueahs8mmY4ww8iEAcH-TwMw8bMKd9dkbmkcEBF-2boDdOt0hj7ZTXQ,RHINOOOOOOOOOOOO,RHINOOOOOOOOOOOO,NA1,CHALLENGER,1085,177,134,0.569,486,4270,,,,Supporter,"['68', '236', '111', '57', '888']",1,0.0,1
NA1,55,-2,lQCsWPWI6yH-WJoWCBNLAoaDJOPrsByFBCriahouLsAk6jb9K4xAsu-dW_KAVQzM_pBJK52rsVQ5bg,jimmykoi,jimmykoi,NA1,CHALLENGER,1025,186,143,0.565,760,3151,,,,Supporter,"['910', '164', '901', '235', '147']",1,0.0,-1
NA1,81,0,L7rFPwfh9UMykRZ42Q2bdH8TnugNajDY6KbTMfiOKU89v4cJh1al09_Chb4-4p2Lbwzd18M7SinHeg,abigbroomstick,abigbroomstick,NA1,CHALLENGER,927,202,161,0.556,376,968,pro,Biofrost,DIG,Supporter,"['235', '111', '497', '201', '43']",1,0.0,2
NA1,39,0,JMu8Q94J3PCbVG8BAJt1T_NbkC0KctpfmPWMSqRPuYc068WcfTSb6B_v77KCRmm5BW5ftanBlQEpxQ,Denathor,Denathor,NA1,CHALLENGER,1060,155,110,0.585,462,3859,,,,Top,"['84', '106', '150', '555', '62']",1,0.0,1
NA1,31,2,LaFbXntib0ZfZ8CkhAgN27GDCSwPtkE-WXmEGltehQGYY0J-nh9z-y-z5tPVBOgPek4R0AwKdn4gYA,Spawwwwn,Spawn,NA3,CHALLENGER,1103,168,127,0.569,583,538,,,,Bot,"['221', '103', '18', '202', '901']",1,0.0,-2
NA1,98,12,KuAAstl50RMPvHSt4sjuJEHsxpRXUta_NK61zGodVJoKO1exZI1D4XIyc0VRLLR_UJ6HyK9mwlg4hA,Its Inari,Inari,000,CHALLENGER,886,231,186,0.554,616,5736,,,,Supporter,"['40', '37', '147', '43', '902']",1,0.0,2
NA1,48,2,QOWD_jnaiiKu848hFl02zCfaWo4fZciBLtc5Yyd1560bqppKNQm_Pg9TXmLG08fKy_hAJefLvFISjw,Kzykendy,Kzykendy,NA1,CHALLENGER,1038,184,146,0.558,639,6526,,,,Middle,"['268', '103', '86', '67', '43']",1,0.0,1
NA1,25,2,6Q7DbAs2ngrLMoE562Wr2lwwHvef-wv4mVOkfQKXSl7nOOyl9U2ArT3CqAqmliPx0eF55MbtopIsdg,Sushee,Sushee,NA1,CHALLENGER,1134,201,156,0.563,1091,3804,,,,Bot,"['96', '235', '110', '67', '15']",1,0.0,-1
NA1,49,-1,ZeW44Sznj8X_OBu06WjfXoTfhhxIQ1niu7TdP9qLyUMKNZNuCuwZGc2erLPaGC-_-opZEvMnqPrQLA,Jauny12,Jauny,2001,CHALLENGER,1037,158,117,0.575,637,4034,pro,Jauny,LEV,Top,"['126', '266', '150', '39', '79']",1,0.0,2
NA1,64,-1,7JvKT7M4dwAlazPXs3W2j4he53ylGRz7PO2gyii5Y4LA2aG8wXml_9av5Nn9LOy3vao4VVBn1lCROw,RoseThorn,RoseThorn,Rose,CHALLENGER,989,136,99,0.579,663,4665,,,,Jungle,"['203', '421', '62', '200', '254']",1,0.0,-2
NA1,12,-1,L7hOd8I68CiDtBGVZfU8IqFBCxeoOCXiTBAP8Uxr9vtASfiyqELkuHkecYqMyaYPOjScEYIBIpLktg,Cupic,Cupic Vtuber,Cupic,CHALLENGER,1290,169,118,0.589,465,1433,Streamer,Cupic,,Bot,"['147', '99', '222']",1,0.0,-1
NA1,9,-2,FHvckCE_WGqwURgKbsD3SVj7G10mdvD9nHf22O7j2houR2Z6x_zsCCEOWkN2nC7FTxYWrAZ-BBj-fg,Augustine,Augustine,NA1,CHALLENGER,1317,325,278,0.539,545,5131,,,,Top,"['887', '266', '2', '61', '236']",1,0.0,2
NA1,14,0,QOXgRxpZmWQomuEYDhzOCvMVHgx0KDBepXex5Jt4sVxLksmrcwjmaqYXk4tkAGG-38aoqvxS3CFj5w,Tenacity,Tenacity,NA1,CHALLENGER,1263,177,130,0.577,371,7,,,,Jungle,"['79', '40', '58', '24', '106']",1,0.0,1
